State,County,Year,LabourForce,Employed,Unemployed
Maryland,Worcester,2016,25291,22935,2356
Georgia,Worth,2016,9108,8577,531
Iowa,Worth,2016,4258,4112,146
Missouri,Worth,2016,1213,1177,36
Alaska,Wrangell Borough/city,2016,1053,974,79
Iowa,Wright,2016,6674,6399,275
Minnesota,Wright,2016,73353,70529,2824
Missouri,Wright,2016,7616,7165,451
Ohio,Wyandot,2016,12669,12196,473
Kansas,Wyandotte,2016,76353,72109,4244
New York,Wyoming,2016,18102,17137,965
Pennsylvania,Wyoming,2016,14082,13209,873
West Virginia,Wyoming,2016,7417,6660,757
Virginia,Wythe,2016,13642,12856,786
Puerto Rico,Yabucoa Municipio,2016,9081,7545,1536
North Carolina,Yadkin,2016,17612,16841,771
Washington,Yakima,2016,125655,116117,9538
Alaska,Yakutat Borough/city,2016,243,223,20
Mississippi,Yalobusha,2016,4889,4584,305
Oregon,Yamhill,2016,53176,50733,2443
North Carolina,Yancey,2016,7478,7093,385
South Dakota,Yankton,2016,11583,11286,297
New York,Yates,2016,11713,11196,517
Puerto Rico,Yauco Municipio,2016,10735,8719,2016
Arizona,Yavapai,2016,99398,94517,4881
Mississippi,Yazoo,2016,9252,8572,680
Arkansas,Yell,2016,8672,8285,387
Minnesota,Yellow Medicine,2016,5497,5287,210
Montana,Yellowstone,2016,81264,78343,2921
Texas,Yoakum,2016,3758,3579,179
California,Yolo,2016,106058,99812,6246
Maine,York,2016,110962,107223,3739
Nebraska,York,2016,7314,7117,197
Pennsylvania,York,2016,234807,223986,10821
South Carolina,York,2016,130876,124812,6064
Virginia,York,2016,32068,30810,1258
Texas,Young,2016,8304,7941,363
California,Yuba,2016,28144,25722,2422
Alaska,Yukon-Koyukuk Census Area,2016,2419,1987,432
Arizona,Yuma,2016,93912,76271,17641
Colorado,Yuma,2016,5434,5318,116
Texas,Zapata,2016,5204,4645,559
Texas,Zavala,2016,3883,3345,538
South Dakota,Ziebach,2016,976,932,44
