state,county,votes_total,votes_dem,votes_gop
Tennessee,cocke county,14816,2524,12128
Tennessee,coffee county,24261,5704,17863
Tennessee,crockett county,6114,1382,4673
Tennessee,cumberland county,32278,6728,25167
Tennessee,davidson county,306783,197846,99415
Tennessee,decatur county,5862,1341,4473
Tennessee,dekalb county,8501,1747,6663
Tennessee,dickson county,24290,6098,17619
Tennessee,dyer county,15074,3157,11766
Tennessee,fayette county,22928,7000,15661
Tennessee,fentress county,8687,1210,7403
Tennessee,franklin county,19116,4863,13977
Tennessee,gibson county,22308,5764,16245
Tennessee,giles county,13202,3298,9783
Tennessee,grainger county,10123,1463,8559
Tennessee,greene county,27994,5183,22185
Tennessee,grundy county,5844,985,4795
Tennessee,hamblen county,24606,5497,18789
Tennessee,hamilton county,170735,75360,91991
Tennessee,hancock county,2744,362,2372
Tennessee,hardeman county,10058,4180,5760
Tennessee,hardin county,11534,1774,9556
Tennessee,hawkins county,24776,4069,20372
Tennessee,haywood county,7420,4000,3338
Tennessee,henderson county,12020,2092,9797
Tennessee,henry county,15034,3547,11230
Tennessee,hickman county,9832,2130,7577
Tennessee,houston county,3681,869,2715
Tennessee,humphreys county,8232,2017,6116
Tennessee,jackson county,5308,1133,4106
Tennessee,jefferson county,23562,4645,18609
Tennessee,johnson county,7793,1242,6466
Tennessee,knox county,219869,91097,124339
Tennessee,lake county,2034,526,1492
Tennessee,lauderdale county,8963,3193,5672
Tennessee,lawrence county,18718,3195,15334
Tennessee,lewis county,5604,1068,4473
Tennessee,lincoln county,15575,2909,12258
Tennessee,loudon county,29296,6933,21684
Tennessee,macon county,9486,1307,8095
Tennessee,madison county,42847,18309,23922
Tennessee,marion county,13204,3165,9873
Tennessee,marshall county,14862,3603,11029
Tennessee,maury county,45996,14326,30908
Tennessee,mcminn county,22815,4357,18175
Tennessee,mcnairy county,11267,1943,9085
Tennessee,meigs county,5529,1008,4464
Tennessee,monroe county,20749,3760,16742
Tennessee,montgomery county,76678,32426,42156
Tennessee,moore county,3539,573,2888
Tennessee,morgan county,8218,1161,6926
Tennessee,obion county,13521,2589,10790
Tennessee,overton county,10025,2028,7911
Tennessee,perry county,3428,615,2775
Tennessee,pickett county,2922,524,2373
Tennessee,polk county,8360,1492,6792
Tennessee,putnam county,33481,9154,23694
Tennessee,rhea county,13608,2363,11031
Tennessee,roane county,25868,6034,19195
Tennessee,robertson county,33734,8690,24535
Tennessee,rutherford county,143604,59189,81373
Tennessee,scott county,9052,986,8004
Tennessee,sequatchie county,7239,1295,5846
Tennessee,sevier county,43468,8695,33742
Tennessee,shelby county,380698,245208,129543
Tennessee,smith county,9035,1798,7124
Tennessee,stewart county,6283,1230,4942
Tennessee,sullivan county,74206,17226,55774
Tennessee,sumner county,92529,27630,63404
Tennessee,tipton county,27291,6832,20063
Tennessee,trousdale county,3991,1011,2930
Tennessee,unicoi county,8294,1610,6593
Tennessee,union county,8096,1248,6777
Tennessee,van buren county,2917,544,2338
Tennessee,warren county,16692,4126,12323
Tennessee,washington county,59430,18214,40120
Tennessee,wayne county,6667,820,5795
Tennessee,weakley county,13710,3011,10382
Tennessee,white county,11867,2134,9587
Tennessee,williamson county,138932,50161,86469
Tennessee,wilson county,74092,22197,50149
Texas,anderson county,19150,3934,15062
Texas,andrews county,5856,849,4937
Texas,angelina county,34554,9136,25070
Texas,aransas county,12240,2896,9210
Texas,archer county,4795,446,4300
Texas,armstrong county,1112,75,1035
Texas,atascosa county,18085,5865,12020
Texas,austin county,14368,2931,11282
Texas,bailey county,1853,407,1430
Texas,bandera county,12703,2503,10050
Texas,bastrop county,36596,15452,20486
Texas,baylor county,1680,179,1478
Texas,bee county,9399,3280,5999
Texas,bell county,125515,56032,67113
Texas,bexar county,756021,440823,303871
Texas,blanco county,7419,1905,5429
Texas,borden county,412,16,395
Texas,bosque county,9094,1552,7446
Texas,bowie county,38132,10692,27053
Texas,brazoria county,153992,61780,89939
Texas,brazos county,84753,35242,47456
Texas,brewster county,4805,2251,2451
Texas,briscoe county,724,77,639
Texas,brooks county,2484,1470,998
Texas,brown county,15940,2103,13681
Texas,burleson county,8604,1786,6740
Texas,burnet county,24636,5615,18721
Texas,caldwell county,14742,6536,7975
Texas,calhoun county,7853,2146,5640
Texas,callahan county,6826,734,6006
Texas,cameron county,113625,63732,48834
Texas,camp county,5056,1392,3626
Texas,carson county,3075,289,2747
Texas,cass county,13852,2777,10979
Texas,castro county,2082,466,1601
Texas,chambers county,21639,3997,17343
Texas,cherokee county,19457,4196,15065
Texas,childress county,2259,305,1928
Texas,clay county,5736,614,5064
Texas,cochran county,996,176,806
Texas,coke county,1794,215,1565
Texas,coleman county,4120,450,3638
Texas,collin county,485323,227868,250194
Texas,collingsworth county,1216,155,1048
Texas,colorado county,9911,2403,7440
Texas,comal county,87913,24369,62260
Texas,comanche county,6083,852,5177
Texas,concho county,1268,197,1058
Texas,cooke county,18966,3205,15579
Texas,coryell county,23422,7542,15397
Texas,cottle county,665,113,543
Texas,crane county,1502,241,1247
Texas,crockett county,1573,344,1219
Texas,crosby county,1953,527,1396
Texas,culberson county,864,438,415
Texas,dallam county,1605,196,1386
Texas,dallas county,918527,598265,306972
Texas,dawson county,3789,808,2951
Texas,deaf smith county,4608,1263,3293
Texas,delta county,2587,403,2157
Texas,denton county,416336,188023,221829
Texas,dewitt county,8118,1494,6567
Texas,dickens county,985,130,850
Texas,dimmit county,3666,2264,1384
Texas,donley county,1648,198,1438
Texas,duval county,5050,2573,2442
Texas,eastland county,8270,982,7216
Texas,ector county,44413,11310,32586
Texas,edwards county,1064,166,893
Texas,el paso county,254029,168801,81235
Texas,ellis county,85335,27513,56651
Texas,erath county,16835,2914,13669
Texas,falls county,6133,1899,4177
Texas,fannin county,14966,2638,12150
Texas,fayette county,12922,2650,10163
Texas,fisher county,1826,352,1448
Texas,floyd county,2035,437,1581
Texas,foard county,551,99,445
Texas,fort bend county,356894,195191,157595
Texas,franklin county,5000,803,4153
Texas,freestone county,8678,1629,6966
Texas,frio county,5264,2421,2812
Texas,gaines county,5959,572,5323
Texas,galveston county,153843,58247,93306
Texas,garza county,1651,231,1411
Texas,gillespie county,15813,3163,12495
Texas,glasscock county,653,39,611
Texas,goliad county,3978,872,3081
Texas,gonzales county,7533,1894,5568
Texas,gray county,7745,820,6812
Texas,grayson county,58760,14223,43776
Texas,gregg county,47672,14657,32352
Texas,grimes county,12397,2831,9419
Texas,guadalupe county,77356,28706,47423
Texas,hale county,9560,2271,7162
Texas,hall county,1164,167,992
Texas,hamilton county,4346,641,3613
Texas,hansford county,2044,166,1848
Texas,hardeman county,1580,241,1330
Texas,hardin county,27555,3449,23806
Texas,harris county,1633654,911974,699822
Texas,harrison county,29462,7812,21318
Texas,hartley county,2076,195,1866
Texas,haskell county,2211,353,1837
Texas,hays county,108784,59213,47427
Texas,hemphill county,1720,206,1486
Texas,henderson county,36197,7048,28816
Texas,hidalgo county,219607,127507,89991
Texas,hill county,14843,2829,11869
Texas,hockley county,8091,1481,6534
Texas,hood county,32517,5641,26487
Texas,hopkins county,15930,3043,12713
Texas,houston county,9425,2312,7050
Texas,howard county,10032,2017,7899
Texas,hudspeth county,1157,371,771
Texas,hunt county,38517,8879,29135
Texas,hutchinson county,8739,957,7659
Texas,irion county,889,120,759
Texas,jack county,3779,331,3415
Texas,jackson county,6208,1018,5116
Texas,jasper county,15466,2906,12453
Texas,jeff davis county,1304,501,783
Texas,jefferson county,94645,46022,47535
Texas,jim hogg county,2034,1197,831
Texas,jim wells county,13507,6025,7389
Texas,johnson county,71849,16418,54523
Texas,jones county,6691,989,5621
Texas,karnes county,5226,1220,3959
Texas,kaufman county,56435,18290,37474
Texas,kendall county,26406,6008,20064
Texas,kenedy county,194,65,127
Texas,kent county,462,47,411
Texas,kerr county,27702,6510,20858
Texas,kimble county,2292,284,1987
Texas,king county,159,8,151
Texas,kinney county,1603,446,1144
Texas,kleberg county,11041,5359,5557
Texas,knox county,1456,265,1180
Texas,la salle county,2406,1052,1335
Texas,lamar county,21314,4420,16698
Texas,lamb county,4393,835,3513
Texas,lampasas county,10373,2134,8070
Texas,lavaca county,10189,1333,8802
Texas,lee county,8074,1745,6248
Texas,leon county,8664,1072,7522
Texas,liberty county,29314,5779,23288
Texas,limestone county,9092,2213,6786
Texas,lipscomb county,1351,131,1203
Texas,live oak county,5053,819,4198
Texas,llano county,13278,3167,9996
Texas,loving county,66,4,60
Texas,lubbock county,120194,39757,78560
Texas,lynn county,2293,428,1853
Texas,madison county,5289,1084,4165
Texas,marion county,4844,1331,3459
Texas,martin county,2160,288,1857
Texas,mason county,2695,566,2108
Texas,matagorda county,13710,3726,9836
Texas,maverick county,15338,8324,6881
Texas,mcculloch county,3430,490,2898
Texas,mclennan county,97516,36550,59432
Texas,mcmullen county,516,53,460
Texas,medina county,22557,6731,15599
Texas,menard county,1023,196,819
Texas,midland county,58620,12258,45463
Texas,milam county,10521,2475,7950
Texas,mills county,2502,271,2214
Texas,mitchell county,2578,397,2169
Texas,montague county,9812,1097,8613
Texas,montgomery county,271162,74255,193224
Texas,moore county,5502,1059,4356
Texas,morris county,5548,1664,3841
Texas,motley county,652,46,604
Texas,nacogdoches county,26733,8989,17359
Texas,navarro county,19103,5097,13787
Texas,newton county,6096,1175,4882
Texas,nolan county,5351,1161,4127
Texas,nueces county,126978,60749,64467
Texas,ochiltree county,3153,302,2811
Texas,oldham county,1009,81,917
Texas,orange county,35950,6354,29170
Texas,palo pinto county,12474,2177,10170
Texas,panola county,11447,2057,9322
Texas,parker county,75406,12789,61584
Texas,parmer county,2648,488,2133
Texas,pecos county,4662,1378,3213
Texas,polk county,24069,5353,18496
Texas,potter county,33177,9867,22732
Texas,presidio county,2217,1463,721
Texas,rains county,6044,841,5147
Texas,randall county,64382,12750,50597
Texas,reagan county,1124,172,942
Texas,real county,1982,320,1643
Texas,red river county,5800,1244,4513
Texas,reeves county,3681,1394,2249
Texas,refugio county,3365,1108,2210
Texas,roberts county,550,17,529
Texas,robertson county,8069,2359,5631
Texas,rockwall county,57765,18149,38842
Texas,runnels county,4262,531,3682
Texas,rusk county,21339,4624,16511
Texas,sabine county,5461,662,4767
Texas,san augustine county,3998,979,3005
Texas,san jacinto county,12626,2332,10154
Texas,san patricio county,25848,8971,16495
Texas,san saba county,2602,287,2308
Texas,schleicher county,1158,211,939
Texas,scurry county,5864,818,4978
Texas,shackelford county,1628,130,1484
Texas,shelby county,10060,2058,7962
Texas,sherman county,990,91,885
Texas,smith county,99263,29343,68546
Texas,somervell county,4933,768,4099
Texas,starr county,17477,9099,8224
Texas,stephens county,3799,396,3385
Texas,sterling county,639,51,584
Texas,stonewall county,736,116,615
Texas,sutton county,1557,322,1222
Texas,swisher county,2352,478,1842
Texas,tarrant county,830919,409752,408224
Texas,taylor county,54901,14489,39439
Texas,terrell county,458,119,334
Texas,terry county,3608,757,2809
Texas,throckmorton county,894,82,806
Texas,titus county,10528,2852,7563
Texas,tom green county,44870,12106,32129
Texas,travis county,602889,432062,159907
Texas,trinity county,6938,1323,5579
Texas,tyler county,9547,1390,8095
Texas,upshur county,18845,2869,15775
Texas,upton county,1365,169,1176
Texas,uvalde county,10321,4066,6160
Texas,val verde county,14417,6401,7839
Texas,van zandt county,25753,3419,22126
Texas,victoria county,34159,10371,23347
Texas,walker county,23592,7875,15368
Texas,waller county,22617,8130,14206
Texas,ward county,4034,761,3238
Texas,washington county,17401,4254,12949
Texas,webb county,68397,41820,25898
Texas,wharton county,16704,4671,11892
Texas,wheeler county,2336,168,2158
Texas,wichita county,45743,13024,31930
Texas,wilbarger county,4518,954,3520
Texas,willacy county,5575,3097,2437
Texas,williamson county,286849,142457,138649
Texas,wilson county,24996,6350,18457
Texas,winkler county,2126,358,1753
Texas,wise county,32294,4953,26986
Texas,wood county,22664,3487,18962
Texas,yoakum county,2628,419,2172
Texas,young county,8242,1036,7112
Texas,zapata county,3867,1820,2032
Texas,zavala county,4379,2864,1490
Utah,beaver county,3076,356,2673
Utah,box elder county,26312,4362,20984
Utah,cache county,55630,16069,36802
Utah,carbon county,8822,2306,6255
Utah,daggett county,590,105,473
Utah,davis county,168500,57029,103255
Utah,duchesne county,8442,830,7445
Utah,emery county,4816,566,4166
Utah,garfield county,2722,513,2149
Utah,grand county,5027,2733,2168
Utah,iron county,23775,4685,18143
Utah,juab county,5865,645,5087
Utah,kane county,3869,1005,2777
Utah,millard county,5872,603,5145
Utah,morgan county,6254,1060,4957
Utah,piute county,871,86,773
Utah,rich county,1363,180,1157
Utah,salt lake county,529740,284796,224576
Utah,san juan county,6677,3004,3454
Utah,sanpete county,12280,1746,10173
Utah,sevier county,9666,1032,8427
Utah,summit county,25439,14947,9928
Utah,tooele county,31503,8943,21011
Utah,uintah county,14736,1601,12777
Utah,utah county,269877,72324,183008
Utah,wasatch county,17218,6090,10542
Utah,washington county,89536,20346,66585
Utah,wayne county,1596,362,1207
Utah,weber county,108335,39652,64066
Vermont,addison county,21880,14964,6292
Vermont,bennington county,20383,12705,7114
Vermont,caledonia county,16085,9011,6551
Vermont,chittenden county,98376,74970,21015
Vermont,essex county,3270,1405,1773
Vermont,franklin county,25690,13611,11274
Vermont,grand isle county,4817,2905,1810
Vermont,lamoille county,14843,10240,4163
Vermont,orange county,16994,10281,6178
Vermont,orleans county,14022,7147,6512
Vermont,rutland county,33780,18216,14653
Vermont,washington county,35108,25191,8928
Vermont,windham county,25914,18767,6438
Vermont,windsor county,34281,23392,9987
Virginia,accomack county,16917,7567,9162
Virginia,albemarle county,63852,42132,20711
Virginia,alexandria city,81377,65913,14447
Virginia,alleghany county,8191,2243,5859
Virginia,amelia county,7837,2390,5370
Virginia,amherst county,16974,5673,11050
Virginia,appomattox county,9228,2415,6695
Virginia,arlington county,129079,105044,22205
Virginia,augusta county,41994,10785,30607
Virginia,bath county,2492,646,1830
Virginia,bedford county,48223,12051,35476
Virginia,bland county,3472,531,2901
Virginia,botetourt county,21045,5691,15090
Virginia,bristol city,7756,2300,5331
Virginia,brunswick county,7942,4552,3356
Virginia,buchanan county,9914,1583,8287
Virginia,buckingham county,8098,3466,4539
Virginia,buena vista city,2815,825,1863
Virginia,campbell county,29813,8073,21250
Virginia,caroline county,16141,7605,8277
Virginia,carroll county,15548,2818,12615
Virginia,charles city county,4428,2616,1758
Virginia,charlotte county,6178,2317,3813
Virginia,charlottesville city,23967,20583,3075
Virginia,chesapeake city,124433,65011,57414
Virginia,chesterfield county,212576,111094,98541
Virginia,clarke county,9278,3914,5187
Virginia,colonial heights city,9099,2965,5999
Virginia,covington city,2594,964,1580
Virginia,craig county,3151,586,2525
Virginia,culpeper county,26926,10559,15967
Virginia,cumberland county,5302,2230,3019
Virginia,danville city,19204,11615,7396
Virginia,dickenson county,7294,1503,5747
Virginia,dinwiddie county,15044,6209,8691
Virginia,emporia city,2379,1612,754
Virginia,essex county,6158,3030,3070
Virginia,fairfax city,13303,9120,3982
Virginia,fairfax county,574717,404888,162294
Virginia,falls church city,8727,7129,1485
Virginia,fauquier county,43258,17472,25014
Virginia,floyd county,9334,2990,6198
Virginia,fluvanna county,15710,7373,8113
Virginia,franklin city,4022,2505,1483
Virginia,franklin county,29536,8347,20838
Virginia,frederick county,48197,17038,30380
Virginia,fredericksburg city,12720,8459,4021
Virginia,galax city,2629,777,1834
Virginia,giles county,9157,2156,6876
Virginia,gloucester county,22179,6936,14855
Virginia,goochland county,16853,6670,9941
Virginia,grayson county,8099,1531,6512
Virginia,greene county,11241,4152,6849
Virginia,greensville county,4564,2627,1914
Virginia,halifax county,18191,7648,10403
Virginia,hampton city,64654,45481,18201
Virginia,hanover county,70535,25194,44243
Virginia,harrisonburg city,16860,10955,5545
Virginia,henrico county,181367,115857,63119
Virginia,henry county,25936,9060,16654
Virginia,highland county,1529,417,1090
Virginia,hopewell city,9511,5365,3985
Virginia,isle of wight county,23335,9346,13661
Virginia,james city county,49203,25406,23092
Virginia,king and queen county,4096,1586,2447
Virginia,king george county,14136,5390,8433
Virginia,king william county,10652,3228,7284
Virginia,lancaster county,7123,3358,3694
Virginia,lee county,9929,1489,8363
Virginia,lexington city,2745,1791,906
Virginia,loudoun county,222792,137827,81837
Virginia,louisa county,21783,8227,13263
Virginia,lunenburg county,6024,2401,3584
Virginia,lynchburg city,35800,17932,17015
Virginia,madison county,8093,2690,5297
Virginia,manassas city,16799,10293,6228
Virginia,manassas park city,6071,3913,2062
Virginia,martinsville city,5986,3749,2164
Virginia,mathews county,5811,1824,3900
Virginia,mecklenburg county,16124,6767,9244
Virginia,middlesex county,6745,2484,4184
Virginia,montgomery county,44678,23153,20588
Virginia,nelson county,9320,4301,4791
Virginia,new kent county,14360,4583,9605
Virginia,newport news city,80388,52699,26262
Virginia,norfolk city,82862,59396,22038
Virginia,northampton county,6702,3654,2948
Virginia,northumberland county,7772,3240,4477
Virginia,norton city,1593,463,1109
Virginia,nottoway county,7070,2971,4027
Virginia,orange county,20631,7963,12401
Virginia,page county,12432,2982,9316
Virginia,patrick county,9508,1950,7477
Virginia,petersburg city,13995,12312,1575
Virginia,pittsylvania county,34032,10054,23694
Virginia,poquoson city,7793,2051,5584
Virginia,portsmouth city,44040,30644,12682
Virginia,powhatan county,19666,5309,14037
Virginia,prince edward county,9510,4945,4430
Virginia,prince george county,17401,7103,10103
Virginia,prince william county,225981,141946,80826
Virginia,pulaski county,17250,4893,12083
Virginia,radford city,6268,3342,2781
Virginia,rappahannock county,4929,2079,2794
Virginia,richmond city,103917,86460,15707
Virginia,richmond county,4091,1513,2547
Virginia,roanoke city,42033,25929,15356
Virginia,roanoke county,55843,21218,33758
Virginia,rockbridge county,12334,4022,8047
Virginia,rockingham county,43547,12597,30297
Virginia,russell county,13337,2366,10856
Virginia,salem city,13039,5143,7676
Virginia,scott county,10821,1685,9046
Virginia,shenandoah county,23522,6781,16398
Virginia,smyth county,14104,3008,10963
Virginia,southampton county,9753,3948,5719
Virginia,spotsylvania county,75204,34381,39502
Virginia,stafford county,79021,40138,37513
Virginia,staunton city,12886,6971,5669
Virginia,suffolk city,49212,28483,20006
Virginia,surry county,4459,2396,2023
Virginia,sussex county,5081,2827,2219
Virginia,tazewell county,19989,3169,16665
Virginia,virginia beach city,225108,116434,104506
Virginia,warren county,20959,6564,14033
Virginia,washington county,28550,6602,21646
Virginia,waynesboro city,10625,4932,5486
Virginia,westmoreland county,9856,4413,5353
Virginia,williamsburg city,6803,4756,1956
Virginia,winchester city,11812,6451,5156
Virginia,wise county,16544,3098,13339
Virginia,wythe county,15046,3143,11733
Virginia,york county,38165,17410,20087
Washington,adams county,5109,1562,3449
Washington,asotin county,11795,4233,7259
Washington,benton county,100997,38081,59746
Washington,chelan county,42387,19005,22476
Washington,clallam county,48267,24335,22732
Washington,clark county,272477,139863,125833
Washington,columbia county,2397,644,1699
Washington,cowlitz county,59608,23802,34215
Washington,douglas county,20567,7554,12619
Washington,ferry county,4292,1465,2735
Washington,franklin county,31833,13148,17849
Washington,garfield county,1470,362,1062
Washington,grant county,36878,11572,24442
Washington,grays harbor county,36551,16623,18960
Washington,island county,53089,29003,22535
Washington,jefferson county,24352,17067,6786
Washington,king county,1197363,904132,267523
Washington,kitsap county,156733,89812,61204
Washington,kittitas county,25417,11004,13778
Washington,klickitat county,12720,5608,6866
Washington,lewis county,44935,14462,29318
Washington,lincoln county,6916,1694,5095
Washington,mason county,36432,16999,18342
Washington,okanogan county,20561,8621,11544
Washington,pacific county,13973,6776,6930
Washington,pend oreille county,8422,2578,5655
Washington,pierce county,458080,248142,196592
Washington,san juan county,12896,9606,2994
Washington,skagit county,67856,35741,30389
Washington,skamania county,7066,3100,3783
Washington,snohomish county,432301,254917,165128
Washington,spokane county,291366,134884,147635
Washington,stevens county,21523,6563,14566
Washington,thurston county,161987,94076,63087
Washington,wahkiakum county,2924,1150,1711
Washington,walla walla county,23300,10705,12068
Washington,whatcom county,137129,83342,50311
Washington,whitman county,19001,10106,8273
Washington,yakima county,93467,41999,49550
West Virginia,barbour county,6634,1438,5094
West Virginia,berkeley county,49146,16075,32062
West Virginia,boone county,8957,2029,6775
West Virginia,braxton county,5650,1453,4115
West Virginia,brooke county,10615,2936,7516
West Virginia,cabell county,36795,14733,21440
West Virginia,calhoun county,2948,563,2346
West Virginia,clay county,3346,640,2661
West Virginia,doddridge county,3069,432,2592
West Virginia,fayette county,16762,5031,11514
West Virginia,gilmer county,2639,591,1997
West Virginia,grant county,5497,605,4861
West Virginia,greenbrier county,15807,4641,10898
West Virginia,hampshire county,9858,1919,7829
West Virginia,hancock county,13515,3670,9653
West Virginia,hardy county,6287,1371,4827
West Virginia,harrison county,30292,9149,20581
West Virginia,jackson county,13429,3197,10025
West Virginia,jefferson county,27163,11831,14813
West Virginia,kanawha county,81714,34139,46086
West Virginia,lewis county,7423,1531,5759
West Virginia,lincoln county,7775,1703,5967
West Virginia,logan county,12981,2325,10501
West Virginia,marion county,25644,8836,16218
West Virginia,marshall county,13666,3348,10137
West Virginia,mason county,11118,2511,8422
West Virginia,mcdowell county,6494,1323,5125
West Virginia,mercer county,25046,5522,19185
West Virginia,mineral county,12652,2579,9904
West Virginia,mingo county,9987,1385,8521
West Virginia,monongalia county,41681,20064,20656
West Virginia,monroe county,6417,1330,5012
West Virginia,morgan county,8257,1945,6157
West Virginia,nicholas county,10550,2206,8221
West Virginia,ohio county,19674,7139,12226
West Virginia,pendleton county,3636,816,2764
West Virginia,pleasants county,3467,692,2726
West Virginia,pocahontas county,3979,1039,2876
West Virginia,preston county,14508,3147,11143
West Virginia,putnam county,28329,7824,19921
West Virginia,raleigh county,32582,7841,24297
West Virginia,randolph county,12172,3353,8655
West Virginia,ritchie county,4269,585,3637
West Virginia,roane county,5745,1451,4199
West Virginia,summers county,5575,1444,4068
West Virginia,taylor county,7334,1787,5439
West Virginia,tucker county,3830,933,2833
West Virginia,tyler county,3873,626,3183
West Virginia,upshur county,10161,2247,7721
West Virginia,wayne county,16694,3964,12462
West Virginia,webster county,3378,608,2737
West Virginia,wetzel county,6596,1529,4933
West Virginia,wirt county,2617,461,2103
West Virginia,wood county,38403,10816,26963
West Virginia,wyoming county,8485,1149,7254
Wisconsin,adams county,11806,4329,7362
Wisconsin,ashland county,8728,4794,3845
Wisconsin,barron county,25316,9194,15803
Wisconsin,bayfield county,10876,6155,4617
Wisconsin,brown county,143623,65509,75865
Wisconsin,buffalo county,7798,2859,4834
Wisconsin,burnett county,10138,3569,6461
Wisconsin,calumet county,30797,12115,18142
Wisconsin,chippewa county,35908,14001,21316
Wisconsin,clark county,14866,4520,10001
Wisconsin,columbia county,33847,16408,16925
Wisconsin,crawford county,8695,3953,4620
Wisconsin,dane county,343599,260157,78789
Wisconsin,dodge county,48415,16355,31354
Wisconsin,door county,20076,10044,9752
Wisconsin,douglas county,24595,13214,10919
Wisconsin,dunn county,23526,9909,13176
Wisconsin,eau claire county,58069,31617,25339
Wisconsin,florence county,2939,781,2133
Wisconsin,fond du lac county,57193,20588,35754
Wisconsin,forest county,5050,1722,3287
Wisconsin,grant county,25333,10942,13981
Wisconsin,green county,21351,10850,10165
Wisconsin,green lake county,10644,3344,7165
Wisconsin,iowa county,13961,7828,5907
Wisconsin,iron county,4031,1533,2439
Wisconsin,jackson county,10179,4255,5789
Wisconsin,jefferson county,47860,19904,27209
Wisconsin,juneau county,13683,4747,8749
Wisconsin,kenosha county,88467,42191,44972
Wisconsin,kewaunee county,12066,3977,7927
Wisconsin,la crosse county,67659,37843,28683
Wisconsin,lafayette county,8547,3647,4820
Wisconsin,langlade county,11156,3703,7330
Wisconsin,lincoln county,16496,6260,10017
Wisconsin,manitowoc county,44749,16817,27217
Wisconsin,marathon county,76603,30807,44623
Wisconsin,marinette county,22959,7363,15303
Wisconsin,marquette county,9050,3239,5719
Wisconsin,menominee county,1585,1303,278
Wisconsin,milwaukee county,457318,317251,134355
Wisconsin,monroe county,22560,8432,13775
Wisconsin,oconto county,23211,6715,16226
Wisconsin,oneida county,24111,10105,13671
Wisconsin,outagamie county,107956,47659,58379
Wisconsin,ozaukee county,61244,26515,33912
Wisconsin,pepin county,4138,1489,2584
Wisconsin,pierce county,23260,9789,12813
Wisconsin,polk county,26318,9362,16590
Wisconsin,portage county,40510,20426,19298
Wisconsin,price county,8642,3132,5394
Wisconsin,racine county,106148,50154,54475
Wisconsin,richland county,9005,3995,4877
Wisconsin,rock county,85150,46649,37133
Wisconsin,rusk county,7879,2517,5257
Wisconsin,sauk county,36172,18103,17489
Wisconsin,sawyer county,10463,4494,5883
Wisconsin,shawano county,22878,7131,15447
Wisconsin,sheboygan county,65855,27109,37624
Wisconsin,st. croix county,56542,23190,32190
Wisconsin,taylor county,10678,2693,7656
Wisconsin,trempealeau county,15341,6283,8828
Wisconsin,vernon county,15907,7457,8216
Wisconsin,vilas county,15338,5903,9261
Wisconsin,walworth county,57441,22783,33844
Wisconsin,washburn county,10353,3867,6332
Wisconsin,washington county,88026,26647,60235
Wisconsin,waukesha county,267159,103867,159633
Wisconsin,waupaca county,29081,9699,18948
Wisconsin,waushara county,13564,4388,9016
Wisconsin,winnebago county,93790,44060,47795
Wisconsin,wood county,41197,16360,24307
Wyoming,albany county,18439,9091,8575
Wyoming,big horn county,5714,788,4806
Wyoming,campbell county,19462,1935,16973
Wyoming,carbon county,6630,1427,5012
Wyoming,converse county,6941,861,5916
Wyoming,crook county,4105,378,3651
Wyoming,fremont county,18004,5519,12007
Wyoming,goshen county,6210,1203,4878
Wyoming,hot springs county,2566,482,1999
Wyoming,johnson county,4891,897,3881
Wyoming,laramie county,44546,15181,27814
Wyoming,lincoln county,10420,1509,8673
Wyoming,natrona county,34984,8528,25267
Wyoming,niobrara county,1305,155,1118
Wyoming,park county,16584,3404,12802
Wyoming,platte county,4902,890,3898
Wyoming,sheridan county,16339,4043,11843
Wyoming,sublette county,4947,882,3957
Wyoming,sweetwater county,16488,3822,12197
Wyoming,teton county,14533,9848,4341
Wyoming,uinta county,9336,1591,7494
Wyoming,washakie county,3993,651,3245
Wyoming,weston county,3533,360,3107
